# === Training Log ===

## METADATA (JSON)
{
  "model_class": "Model",
  "model_module": "__main__",
  "model_str": "Model(\n  (net): Sequential(\n    (0): Linear(in_features=2, out_features=5, bias=True)\n    (1): Tanh()\n    (2): Linear(in_features=5, out_features=5, bias=True)\n    (3): Tanh()\n    (4): Linear(in_features=5, out_features=1, bias=True)\n  )\n)",
  "num_parameters": 51,
  "num_trainable_parameters": 51,
  "optimizer_class": "Adam",
  "optimizer_module": "torch.optim.adam",
  "optimizer_params": {
    "amsgrad": false,
    "betas": [
      0.9,
      0.999
    ],
    "capturable": false,
    "decoupled_weight_decay": false,
    "differentiable": false,
    "eps": 1e-08,
    "foreach": null,
    "fused": null,
    "lr": 0.001,
    "maximize": false,
    "weight_decay": 1e-06
  },
  "stopped": false
}

## BEGIN TRAIN DATA
       iteration            loss        residual        boundary         initial   observational             mse             mae
    1.670000e+02    1.165696e-03    1.044041e-03    6.057904e-05    0.000000e+00    6.107612e-05    6.717577e-05    5.762442e-03
    1.680000e+02    1.168371e-03    1.037382e-03    6.802454e-05    0.000000e+00    6.296415e-05    6.509540e-05    5.598613e-03
    1.690000e+02    1.123896e-03    1.019244e-03    4.806070e-05    0.000000e+00    5.659056e-05    5.406783e-05    4.943659e-03
    1.700000e+02    1.174552e-03    1.055520e-03    6.072401e-05    0.000000e+00    5.830863e-05    7.083021e-05    5.887495e-03
    1.710000e+02    1.090554e-03    9.951809e-04    4.450431e-05    0.000000e+00    5.086930e-05    5.144236e-05    4.978371e-03
    1.720000e+02    1.083770e-03    9.945837e-04    4.135438e-05    0.000000e+00    4.783237e-05    3.636251e-05    4.687945e-03
    1.730000e+02    1.093477e-03    1.003372e-03    4.353816e-05    0.000000e+00    4.656731e-05    3.969432e-05    4.318101e-03
    1.740000e+02    1.175536e-03    1.071127e-03    5.386829e-05    0.000000e+00    5.054038e-05    4.487909e-05    4.565904e-03
    1.750000e+02    1.140313e-03    1.037108e-03    4.952097e-05    0.000000e+00    5.368427e-05    4.687718e-05    4.944236e-03
    1.760000e+02    1.107915e-03    1.008888e-03    4.853965e-05    0.000000e+00    5.048729e-05    4.128342e-05    5.450865e-03
    1.770000e+02    1.118971e-03    1.024301e-03    4.360214e-05    0.000000e+00    5.106777e-05    3.751828e-05    4.504665e-03
    1.780000e+02    1.170778e-03    1.044430e-03    6.825182e-05    0.000000e+00    5.809640e-05    3.721936e-05    4.089859e-03
    1.790000e+02    1.095301e-03    1.005434e-03    4.218027e-05    0.000000e+00    4.768676e-05    3.550517e-05    4.346902e-03
    1.800000e+02    1.034483e-03    9.373475e-04    4.711967e-05    0.000000e+00    5.001561e-05    3.662700e-05    4.334510e-03
    1.810000e+02    1.004828e-03    9.080498e-04    4.436099e-05    0.000000e+00    5.241680e-05    5.383183e-05    4.931945e-03
    1.820000e+02    1.032608e-03    9.416584e-04    4.597437e-05    0.000000e+00    4.497513e-05    4.919898e-05    4.575983e-03
    1.830000e+02    9.990907e-04    9.107868e-04    4.124241e-05    0.000000e+00    4.706155e-05    3.425399e-05    4.428905e-03
    1.840000e+02    1.048516e-03    9.459308e-04    5.134779e-05    0.000000e+00    5.123689e-05    4.626179e-05    4.629693e-03
    1.850000e+02    9.810144e-04    9.002595e-04    3.876749e-05    0.000000e+00    4.198735e-05    3.963921e-05    4.312234e-03
    1.860000e+02    1.013774e-03    9.245084e-04    4.670783e-05    0.000000e+00    4.255805e-05    9.806131e-05    8.508313e-03
    1.870000e+02    1.016095e-03    9.227122e-04    4.739680e-05    0.000000e+00    4.598575e-05    3.921104e-05    4.215448e-03
    1.880000e+02    9.926694e-04    9.044129e-04    4.255158e-05    0.000000e+00    4.570494e-05    6.610234e-05    6.295603e-03
    1.890000e+02    9.836955e-04    8.932952e-04    4.345150e-05    0.000000e+00    4.694887e-05    8.920317e-05    7.704009e-03
    1.900000e+02    9.819040e-04    8.892363e-04    4.363551e-05    0.000000e+00    4.903214e-05    3.180372e-05    4.072673e-03
    1.910000e+02    9.818128e-04    8.985274e-04    4.231570e-05    0.000000e+00    4.096977e-05    2.875984e-05    3.853585e-03
    1.920000e+02    1.013186e-03    9.011604e-04    5.939257e-05    0.000000e+00    5.263298e-05    4.329757e-05    5.687898e-03
    1.930000e+02    1.038167e-03    9.385068e-04    5.036981e-05    0.000000e+00    4.929058e-05    4.248658e-05    4.535643e-03
    1.940000e+02    9.369918e-04    8.648255e-04    3.510057e-05    0.000000e+00    3.706567e-05    2.661321e-05    3.790759e-03
    1.950000e+02    9.569979e-04    8.602436e-04    5.040901e-05    0.000000e+00    4.634530e-05    3.049931e-05    4.222690e-03
    1.960000e+02    9.219916e-04    8.477123e-04    3.387561e-05    0.000000e+00    4.040372e-05    3.491484e-05    4.127820e-03
    1.970000e+02    9.702633e-04    8.868571e-04    3.829064e-05    0.000000e+00    4.511554e-05    4.064055e-05    5.405841e-03
    1.980000e+02    9.517044e-04    8.677387e-04    3.870520e-05    0.000000e+00    4.526053e-05    6.070699e-05    6.220146e-03
    1.990000e+02    9.510778e-04    8.752345e-04    3.491397e-05    0.000000e+00    4.092930e-05    4.525499e-05    4.856611e-03
    2.000000e+02    9.723220e-04    8.812510e-04    4.735534e-05    0.000000e+00    4.371567e-05    2.713053e-05    3.909725e-03
    2.010000e+02    9.470588e-04    8.635737e-04    3.934188e-05    0.000000e+00    4.414331e-05    2.469300e-05    4.023146e-03
    2.020000e+02    9.515219e-04    8.644636e-04    4.379539e-05    0.000000e+00    4.326290e-05    3.789573e-05    4.198953e-03
    2.030000e+02    9.161229e-04    8.463956e-04    3.196382e-05    0.000000e+00    3.776347e-05    6.130444e-05    6.037484e-03
    2.040000e+02    9.318537e-04    8.476103e-04    4.100953e-05    0.000000e+00    4.323383e-05    5.187980e-05    5.286166e-03
    2.050000e+02    9.016691e-04    8.199758e-04    3.783846e-05    0.000000e+00    4.385492e-05    3.486975e-05    4.855729e-03
    2.060000e+02    8.720435e-04    7.979363e-04    3.496479e-05    0.000000e+00    3.914249e-05    5.593558e-05    5.761412e-03
    2.070000e+02    9.543139e-04    8.699205e-04    4.261109e-05    0.000000e+00    4.178230e-05    3.485049e-05    3.832291e-03
    2.080000e+02    8.904752e-04    8.174706e-04    3.423191e-05    0.000000e+00    3.877277e-05    5.316575e-05    5.491909e-03
    2.090000e+02    8.298559e-04    7.658653e-04    2.964018e-05    0.000000e+00    3.435048e-05    3.361263e-05    3.956532e-03
    2.100000e+02    9.194113e-04    8.381471e-04    3.960753e-05    0.000000e+00    4.165672e-05    3.471627e-05    4.628385e-03
    2.110000e+02    8.937199e-04    8.126084e-04    4.040747e-05    0.000000e+00    4.070405e-05    8.290930e-05    7.712290e-03
    2.120000e+02    9.041719e-04    8.129174e-04    4.226300e-05    0.000000e+00    4.899150e-05    6.504750e-05    6.434522e-03
    2.130000e+02    8.864630e-04    8.116515e-04    3.448319e-05    0.000000e+00    4.032827e-05    5.768413e-05    5.846798e-03
    2.140000e+02    8.620704e-04    7.951365e-04    3.101352e-05    0.000000e+00    3.592038e-05    2.450305e-05    3.667284e-03
    2.150000e+02    8.401131e-04    7.737853e-04    3.328647e-05    0.000000e+00    3.304135e-05    6.185121e-05    5.977479e-03
    2.160000e+02    8.179590e-04    7.499379e-04    2.903831e-05    0.000000e+00    3.898283e-05    2.266164e-05    3.701440e-03
    2.170000e+02    8.588800e-04    7.847000e-04    3.178407e-05    0.000000e+00    4.239591e-05    3.217147e-05    3.886714e-03
    2.180000e+02    8.285687e-04    7.614470e-04    3.192998e-05    0.000000e+00    3.519174e-05    2.886086e-05    3.833174e-03
    2.190000e+02    8.504546e-04    7.711708e-04    3.827771e-05    0.000000e+00    4.100609e-05    2.621111e-05    3.612475e-03
    2.200000e+02    8.227591e-04    7.517931e-04    3.291080e-05    0.000000e+00    3.805518e-05    2.684065e-05    3.678829e-03
    2.210000e+02    8.139453e-04    7.453917e-04    3.276110e-05    0.000000e+00    3.579250e-05    3.001435e-05    3.587256e-03
    2.220000e+02    8.060632e-04    7.395522e-04    3.310302e-05    0.000000e+00    3.340807e-05    5.091070e-05    6.408889e-03
    2.230000e+02    8.753410e-04    7.804334e-04    5.189181e-05    0.000000e+00    4.301583e-05    4.489169e-05    5.365387e-03
    2.240000e+02    7.990431e-04    7.315766e-04    3.549518e-05    0.000000e+00    3.197128e-05    3.875936e-05    4.087283e-03
    2.250000e+02    7.829940e-04    7.101231e-04    3.580823e-05    0.000000e+00    3.706273e-05    6.952646e-05    6.891165e-03
    2.260000e+02    7.803924e-04    7.140459e-04    2.914981e-05    0.000000e+00    3.719672e-05    2.355414e-05    3.542940e-03
    2.270000e+02    8.110643e-04    7.337959e-04    3.784115e-05    0.000000e+00    3.942727e-05    2.667780e-05    3.534969e-03
    2.280000e+02    7.926304e-04    7.250179e-04    3.309507e-05    0.000000e+00    3.451737e-05    3.322748e-05    3.858089e-03
    2.290000e+02    7.654881e-04    7.020657e-04    2.966233e-05    0.000000e+00    3.376013e-05    2.418124e-05    3.455489e-03
    2.300000e+02    7.766212e-04    7.128562e-04    2.947971e-05    0.000000e+00    3.428523e-05    2.421105e-05    3.462557e-03
    2.310000e+02    7.629837e-04    7.017800e-04    2.738105e-05    0.000000e+00    3.382264e-05    3.219429e-05    4.259883e-03
    2.320000e+02    7.713712e-04    7.050091e-04    3.466088e-05    0.000000e+00    3.170121e-05    3.327665e-05    3.838663e-03
    2.330000e+02    7.482378e-04    6.918545e-04    2.451910e-05    0.000000e+00    3.186421e-05    2.969474e-05    3.665759e-03
    2.340000e+02    7.329308e-04    6.769875e-04    2.444635e-05    0.000000e+00    3.149694e-05    4.930932e-05    5.103040e-03
    2.350000e+02    7.950744e-04    7.204937e-04    3.673383e-05    0.000000e+00    3.784685e-05    2.542341e-05    3.598835e-03
    2.360000e+02    7.538793e-04    6.820875e-04    3.521072e-05    0.000000e+00    3.658102e-05    2.262576e-05    3.341248e-03
    2.370000e+02    7.997023e-04    7.215924e-04    4.069530e-05    0.000000e+00    3.741459e-05    3.309640e-05    4.934876e-03
    2.380000e+02    7.387760e-04    6.732141e-04    3.054588e-05    0.000000e+00    3.501600e-05    2.878810e-05    3.651642e-03
    2.390000e+02    7.230009e-04    6.685054e-04    2.433232e-05    0.000000e+00    3.016323e-05    3.051727e-05    3.654044e-03
    2.400000e+02    7.029799e-04    6.461477e-04    2.564567e-05    0.000000e+00    3.118654e-05    2.271649e-05    3.491735e-03
    2.410000e+02    6.950408e-04    6.371197e-04    2.509990e-05    0.000000e+00    3.282122e-05    3.093172e-05    3.864320e-03
    2.420000e+02    7.373126e-04    6.707908e-04    3.197994e-05    0.000000e+00    3.454188e-05    9.107135e-05    8.554079e-03
    2.430000e+02    7.182350e-04    6.563911e-04    2.905154e-05    0.000000e+00    3.279241e-05    2.871098e-05    3.558144e-03
    2.440000e+02    7.129352e-04    6.578592e-04    2.555700e-05    0.000000e+00    2.951908e-05    2.950492e-05    3.706673e-03
    2.450000e+02    7.261532e-04    6.650683e-04    2.963471e-05    0.000000e+00    3.145017e-05    2.918341e-05    4.559814e-03
    2.460000e+02    7.174416e-04    6.588464e-04    2.779184e-05    0.000000e+00    3.080331e-05    3.544743e-05    4.430071e-03
    2.470000e+02    6.924146e-04    6.315719e-04    2.939556e-05    0.000000e+00    3.144714e-05    3.352158e-05    4.495498e-03
    2.480000e+02    7.348499e-04    6.721346e-04    3.122612e-05    0.000000e+00    3.148917e-05    4.495938e-05    5.186541e-03
    2.490000e+02    7.212020e-04    6.546147e-04    3.609569e-05    0.000000e+00    3.049156e-05    6.137473e-05    6.199725e-03
    2.500000e+02    6.945173e-04    6.336381e-04    3.025849e-05    0.000000e+00    3.062065e-05    2.350689e-05    3.255592e-03
    2.510000e+02    6.683931e-04    6.142989e-04    2.415560e-05    0.000000e+00    2.993861e-05    4.185086e-05    4.263248e-03
    2.520000e+02    7.480469e-04    6.650465e-04    4.353511e-05    0.000000e+00    3.946531e-05    2.767908e-05    4.319399e-03
    2.530000e+02    6.566265e-04    6.018999e-04    2.451449e-05    0.000000e+00    3.021215e-05    2.541311e-05    3.570890e-03
    2.540000e+02    6.807714e-04    6.204585e-04    3.014087e-05    0.000000e+00    3.017199e-05    4.025348e-05    4.920562e-03
    2.550000e+02    6.952474e-04    6.226961e-04    3.683845e-05    0.000000e+00    3.571283e-05    2.543050e-05    3.662113e-03
    2.560000e+02    6.837093e-04    6.195611e-04    3.082823e-05    0.000000e+00    3.331996e-05    1.796284e-05    3.174406e-03
    2.570000e+02    6.705465e-04    6.110608e-04    2.948489e-05    0.000000e+00    3.000080e-05    1.983512e-05    3.074448e-03
    2.580000e+02    6.994369e-04    6.411977e-04    2.832563e-05    0.000000e+00    2.991353e-05    2.251531e-05    3.459749e-03
    2.590000e+02    6.942982e-04    6.292028e-04    3.105747e-05    0.000000e+00    3.403790e-05    3.279570e-05    4.913906e-03
    2.600000e+02    6.780355e-04    6.208111e-04    2.803729e-05    0.000000e+00    2.918710e-05    1.693013e-05    3.113651e-03
    2.610000e+02    6.213317e-04    5.744968e-04    2.166426e-05    0.000000e+00    2.517064e-05    2.067202e-05    3.410125e-03
    2.620000e+02    6.445071e-04    5.855711e-04    2.967336e-05    0.000000e+00    2.926265e-05    2.354504e-05    3.159888e-03
    2.630000e+02    6.611684e-04    6.005253e-04    2.943777e-05    0.000000e+00    3.120526e-05    2.589756e-05    3.970028e-03
    2.640000e+02    6.241134e-04    5.747130e-04    2.334437e-05    0.000000e+00    2.605603e-05    2.070986e-05    3.211835e-03
    2.650000e+02    6.347860e-04    5.814169e-04    2.676302e-05    0.000000e+00    2.660609e-05    1.789615e-05    3.066162e-03
    2.660000e+02    6.428224e-04    5.798182e-04    2.906012e-05    0.000000e+00    3.394406e-05    3.185758e-05    3.987773e-03
    2.670000e+02    6.825199e-04    6.129946e-04    3.861503e-05    0.000000e+00    3.091025e-05    2.668159e-05    3.735338e-03
    2.680000e+02    6.619162e-04    5.954305e-04    3.310699e-05    0.000000e+00    3.337874e-05    2.648699e-05    3.601780e-03
    2.690000e+02    6.155475e-04    5.633654e-04    2.564227e-05    0.000000e+00    2.653982e-05    1.946773e-05    3.263391e-03
    2.700000e+02    6.156771e-04    5.558152e-04    2.952391e-05    0.000000e+00    3.033800e-05    2.076525e-05    3.838579e-03
    2.710000e+02    6.548555e-04    5.956360e-04    2.884349e-05    0.000000e+00    3.037606e-05    2.126971e-05    3.291551e-03
    2.720000e+02    6.134250e-04    5.649531e-04    2.414379e-05    0.000000e+00    2.432814e-05    1.554264e-05    3.076265e-03
    2.730000e+02    6.232464e-04    5.716140e-04    2.527701e-05    0.000000e+00    2.635541e-05    1.841968e-05    3.141183e-03
    2.740000e+02    6.289594e-04    5.803783e-04    2.376350e-05    0.000000e+00    2.481759e-05    2.844529e-05    3.489695e-03
    2.750000e+02    6.100103e-04    5.607867e-04    2.295338e-05    0.000000e+00    2.627016e-05    2.344217e-05    3.283990e-03
    2.760000e+02    6.018935e-04    5.557936e-04    2.178493e-05    0.000000e+00    2.431502e-05    2.073744e-05    3.587062e-03
    2.770000e+02    6.313055e-04    5.769284e-04    2.670753e-05    0.000000e+00    2.766949e-05    1.708241e-05    2.978000e-03
    2.780000e+02    6.152987e-04    5.659488e-04    2.338613e-05    0.000000e+00    2.596381e-05    3.020528e-05    4.236445e-03
    2.790000e+02    6.100750e-04    5.523246e-04    2.839748e-05    0.000000e+00    2.935290e-05    2.566041e-05    3.418627e-03
    2.800000e+02    5.852471e-04    5.411746e-04    2.124020e-05    0.000000e+00    2.283227e-05    2.184365e-05    3.353887e-03
    2.810000e+02    5.759023e-04    5.226320e-04    2.668613e-05    0.000000e+00    2.658411e-05    1.594093e-05    2.977688e-03
    2.820000e+02    5.717519e-04    5.254925e-04    2.246953e-05    0.000000e+00    2.378985e-05    2.695989e-05    3.969745e-03
    2.830000e+02    5.798243e-04    5.293152e-04    2.409249e-05    0.000000e+00    2.641666e-05    2.873958e-05    3.754265e-03
    2.840000e+02    5.782180e-04    5.204466e-04    2.952247e-05    0.000000e+00    2.824890e-05    3.812838e-05    5.478120e-03
    2.850000e+02    5.471905e-04    4.964208e-04    2.507025e-05    0.000000e+00    2.569938e-05    1.596450e-05    2.929662e-03
    2.860000e+02    5.685213e-04    5.212116e-04    2.295152e-05    0.000000e+00    2.435821e-05    2.193144e-05    4.036286e-03
    2.870000e+02    5.642003e-04    5.123101e-04    2.605985e-05    0.000000e+00    2.583030e-05    2.350888e-05    3.329549e-03
    2.880000e+02    5.801829e-04    5.279257e-04    2.601502e-05    0.000000e+00    2.624216e-05    2.698425e-05    4.011287e-03
    2.890000e+02    5.936995e-04    5.390190e-04    2.959256e-05    0.000000e+00    2.508788e-05    4.493895e-05    5.670689e-03
    2.900000e+02    5.962163e-04    5.351033e-04    3.126701e-05    0.000000e+00    2.984601e-05    1.835593e-05    3.034542e-03
    2.910000e+02    5.581652e-04    5.117852e-04    2.294879e-05    0.000000e+00    2.343125e-05    1.862307e-05    3.025416e-03
    2.920000e+02    5.476162e-04    5.025203e-04    2.200146e-05    0.000000e+00    2.309440e-05    2.498759e-05    4.314447e-03
    2.930000e+02    5.090286e-04    4.636927e-04    2.214481e-05    0.000000e+00    2.319113e-05    1.919165e-05    3.730269e-03
    2.940000e+02    5.318530e-04    4.891019e-04    2.033916e-05    0.000000e+00    2.241190e-05    2.176355e-05    3.322046e-03
    2.950000e+02    5.787045e-04    5.239584e-04    2.977146e-05    0.000000e+00    2.497461e-05    2.904310e-05    4.535877e-03
    2.960000e+02    5.357285e-04    4.907400e-04    2.244095e-05    0.000000e+00    2.254760e-05    1.771393e-05    2.943830e-03
    2.970000e+02    5.534627e-04    4.935085e-04    3.113940e-05    0.000000e+00    2.881475e-05    5.259771e-05    6.362705e-03
    2.980000e+02    5.289126e-04    4.851860e-04    2.173248e-05    0.000000e+00    2.199416e-05    1.546697e-05    2.877001e-03
    2.990000e+02    5.160829e-04    4.701580e-04    2.370828e-05    0.000000e+00    2.221667e-05    1.363663e-05    2.743797e-03
    3.000000e+02    5.290974e-04    4.671412e-04    3.255476e-05    0.000000e+00    2.940145e-05    4.177638e-05    5.079433e-03
## END TRAIN DATA
